id,filename,slug,title,hook,mechanic,family,theme,theme_jp,theme_source,style_pack,bgm_direction,variation,spice,duration_current,duration_target,needed_current,needed_action,priority,wave,batch,fix_items,keep_items,status,score_before,score_after,style_actual,notes
607,607-photon-bounce.js,photon-bounce,フォトンバウンス,鏡をタップで回転させて反射角を作り、光子をターゲットへ導く,connect,E,robot,ロボット工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),二重課題(終盤たまに2つ同時に来る),22,22,5,維持,P2,7,B65,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
608,608-bubble-pop.js,bubble-pop,バブルポップ,上へ逃げる泡をタップで次々に弾く。連続で割るとコンボ加点,aim_shoot,B,witch,魔女の工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,精度型(判定幅/隙間が狭まっていく),黄金ターゲット(稀に高得点のレアが出る),18,17,12,維持,P1,0,W0,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→17s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,done,63,95,NEO-RETRO,v3書換: 魔女工房aim_shoot(昇る泡を割る)。尺18→17・NEEDED12維持
609,609-tile-flip.js,tile-flip,タイルフリップ,裏返ったタイルを2枚めくり、同じ絵柄のペアを揃える神経衰弱,judge,F,dino,恐竜時代,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),サドンデス演出(達成目前の1ミスの緊張を煽る),25,10,,維持,P1,6,B48,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
610,610-orbit-guard.js,orbit-guard,オービットガード,惑星を周回するガードから、飛来する隕石をタップで撃ち落とす,aim_shoot,B,western,西部の荒野,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),二重課題(終盤たまに2つ同時に来る),18,17,10,維持,P2,6,B59,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→17s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
611,611-neon-tetro.js,neon-tetro,ネオンテトロ,落ちてくるブロック壁の隙間を見抜き、左右移動ですり抜ける,dodge,C,sports,スタジアム,assigned,90s 16bit,melody(固有) / 代替bgm_tense,変拍子型(間隔・速度が不規則に揺れる),二重課題(終盤たまに2つ同時に来る),18,22,15,維持,P2,6,B60,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→22s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,61,,,
612,612-pulse-grid.js,pulse-grid,パルスグリッド,各ノードから広がる光輪がスイートスポットに来た瞬間をタップで叩く,timing_one_shot,A,witch,魔女の工房,assigned,80s NEON,melody(固有) / 代替bgm_dark,変拍子型(間隔・速度が不規則に揺れる),逆転ボーナス(残り3秒は得点2倍),22,15,150,維持,P3,8,B77,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(22→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
613,613-gravity-flip.js,gravity-flip,グラビティフリップ,タップで重力を上下反転させ、迫る障害物の隙間を通り抜ける,camera_run,C,space,宇宙ステーション,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),二重課題(終盤たまに2つ同時に来る),15,15,,維持,P1,5,B41,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
614,614-drop-zone.js,drop-zone,ドロップゾーン,上から降るボールを、左右スワイプ/タップで動かすバケツで受け止める,judge,F,ocean,深海,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),サドンデス演出(達成目前の1ミスの緊張を煽る),18,15,10,維持,P1,5,B49,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
615,615-word-chain.js,word-chain,ワードチェーン,隣り合う文字マスをスワイプで連結し、タップで確定して得点を稼ぐ,judge,F,factory,工場ライン,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),コンボ倍率(連続成功でx2→x4→x8),25,13,120,維持,P1,6,B50,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
616,616-laser-maze.js,laser-maze,レーザーメイズ,点滅するレーザーの消える瞬間を狙い、タップで一歩ずつ進んでゴールへ,connect,E,sports,スタジアム,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),黄金ターゲット(稀に高得点のレアが出る),25,22,,維持,P1,4,B35,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→22s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
617,617-splash-dodge.js,splash-dodge,スプラッシュドッジ,予告円が弾ける瞬間に飛び散る水しぶきを、移動して避ける,dodge,C,witch,魔女の工房,assigned,80s NEON,melody(固有) / 代替bgm_dark,加速型(テンポが徐々に上がる),二重課題(終盤たまに2つ同時に来る),15,15,,維持,P2,7,B62,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
618,618-clock-sync.js,clock-sync,クロックシンク,回転する時針と分針を、指定の目印にぴったり止める反射神経ゲーム,timing_one_shot,A,music,音楽ステージ,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),コンボ倍率(連続成功でx2→x4→x8),22,8,5,維持,P2,6,B48,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(22→8s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
619,619-swarm-hunt.js,swarm-hunt,スワームハント,群れて飛ぶ虫が密集した瞬間をタップし、衝撃波でまとめて撃破する,timing_one_shot,A,space,宇宙ステーション,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),二重課題(終盤たまに2つ同時に来る),18,8,15,維持,P2,5,B49,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→8s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
620,620-tower-stack.js,tower-stack,タワースタック,左右に揺れるブロックをタイミングよくタップで落として積み上げる,stack,E,factory,工場ライン,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),コンボ倍率(連続成功でx2→x4→x8),20,15,8,維持,P1,5,B46,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
621,621-ion-trail.js,ion-trail,イオントレイル,スワイプでイオンの通り道を描き、タップで発射して全ゴールを通す,connect,E,farm,牧場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,加速型(テンポが徐々に上がる),フィーバータイム(中盤数秒の得点倍増),25,18,4,維持,P3,8,B75,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
622,622-echo-catch.js,echo-catch,エコーキャッチ,音波の反響から見えない的の位置を推定し、タップで撃ち当てる,aim_shoot,B,witch,魔女の工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),22,20,6,維持,P2,6,B61,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(22→20s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
623,623-gem-match.js,gem-match,ジェムマッチ,隣り合う宝石をスワイプで入れ替え、3つ以上そろえて消すパズル,pair_match,F,candy,お菓子工場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),25,13,150,維持,P1,2,B21,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
624,624-rush-hour.js,rush-hour,ラッシュアワー,交差点に進入する車をタップで停止・再開させ、衝突なく通過させる,judge,F,farm,牧場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),逆転ボーナス(残り3秒は得点2倍),20,15,8,維持,P2,7,B68,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
625,625-wire-volt.js,wire-volt,ワイヤーボルト,配線パーツをタップで回転させ、電源からゴールまで電気を通す,connect,E,ocean,深海,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),黄金ターゲット(稀に高得点のレアが出る),25,22,3,見直し(密度低: 尺に対して要求が少ない),P3,8,B78,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→22s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
626,626-shield-bash.js,shield-bash,シールドバッシュ,スワイプ/タップで盾の向きを変え、四方から迫る岩を弾き返す,swipe_direction,D,farm,牧場,assigned,90s 16bit,melody(固有) / 代替bgm_cute,精度型(判定幅/隙間が狭まっていく),サドンデス演出(達成目前の1ミスの緊張を煽る),18,15,8,維持,P2,8,B77,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
627,627-acid-rain.js,acid-rain,アシッドレイン,傘を左右に動かして、降り注ぐ酸性雨からキャラを守り抜く,drag_follow,C,witch,魔女の工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,物量型(対象の数が増えていく),二重課題(終盤たまに2つ同時に来る),15,15,,維持,P2,6,B53,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
628,628-pressure-cook.js,pressure-cook,プレッシャークック,タップで火力を上げ、鍋の圧力を緑の適正ゾーンに保ち続ける,balance,C,western,西部の荒野,assigned,70s MONO,melody(固有) / 代替bgm_tense,物量型(対象の数が増えていく),二重課題(終盤たまに2つ同時に来る),22,15,,維持,P1,3,B29,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(22→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
629,629-crumble-wall.js,crumble-wall,クランブルウォール,崩れながら迫る壁の穴の列へ、左右移動でプレイヤーを合わせて通す,dodge,C,pirate,海賊船,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),18,25,12,維持,P2,6,B63,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→25s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,61,,,
630,630-firefly-jar.js,firefly-jar,ホタルのビン,明滅するホタルが光っている一瞬をタップで捕まえてビンに集める,chase,C,witch,魔女の工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,加速型(テンポが徐々に上がる),黄金ターゲット(稀に高得点のレアが出る),18,15,8,維持,P2,5,B52,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
631,631-speed-sort.js,speed-sort,スピードソート,流れてくる数字を、しきい値より小さいか大きいかで左右に素早く振り分ける,size_judge,F,cat,ネコの家,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,フェイント型(偽の予兆・ダミーが混ざる),サドンデス演出(達成目前の1ミスの緊張を煽る),18,15,10,維持,P1,4,B40,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,61,,,
632,632-shadow-puppet.js,shadow-puppet,ハンドシャドウ,4方向のゾーンをタップで手の形を作り、お手本の影絵と一致させる,judge,F,robot,ロボット工房,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),二重課題(終盤たまに2つ同時に来る),22,13,8,維持,P1,6,B51,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(22→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
633,633-meteor-shield.js,meteor-shield,メテオシールド,惑星の周りの6セクターをタップでシールド展開し、隕石を撃ち落とす,swipe_direction,D,insect,昆虫の草むら,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),逆転ボーナス(残り3秒は得点2倍),15,10,,維持,P1,5,B46,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
634,634-rhythm-tap.js,rhythm-tap,リズムタップ,4レーンを流れ落ちるビートがヒットラインに重なる瞬間をタップで叩く,rhythm,A,dino,恐竜時代,assigned,90s 16bit,melody必須(拍=ゲームイベント同期),精度型(判定幅/隙間が狭まっていく),二重課題(終盤たまに2つ同時に来る),18,13,15,維持,P2,7,B68,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
635,635-chain-bomb.js,chain-bomb,チェーンボム,盤上に爆弾を追加配置し、上スワイプで起爆して大連鎖を狙う,timing_one_shot,A,snow,雪山,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),コンボ倍率(連続成功でx2→x4→x8),25,13,,維持,P1,2,B27,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
636,636-pixel-paint.js,pixel-paint,ピクセルペイント,お手本のドット絵を、格子をタップで塗って時間内に再現する,trace,D,farm,牧場,assigned,90s 16bit,melody(固有) / 代替bgm_cute,精度型(判定幅/隙間が狭まっていく),フィーバータイム(中盤数秒の得点倍増),30,15,,維持,P1,4,B37,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(30→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
637,637-ball-newton.js,ball-newton,ボールニュートン,左右に揺れる2つの振り子を、玉が中央でぶつかる瞬間にタップで止める,timing_one_shot,A,ghost,おばけ屋敷,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,精度型(判定幅/隙間が狭まっていく),逆転ボーナス(残り3秒は得点2倍),22,10,8,維持,P2,5,B49,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(22→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
638,638-fruit-slice.js,fruit-slice,フルーツスライス,打ち上がる果物をスワイプで切る。爆弾を切ると失敗、落とすとミス,slice,D,space,宇宙ステーション,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),18,13,12,維持,P1,4,B40,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,63,,,
639,639-typing-race.js,typing-race,タイピングレース,お題の単語のかなを、格子から順番にタップして完成させる,spot,F,dino,恐竜時代,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),25,8,5,維持,P3,8,B76,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→8s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
640,640-bounce-mad.js,bounce-mad,バウンスマッド,壁で跳ね回るボールを、タップで動かすバケツで下段で受け止める,drag_follow,C,western,西部の荒野,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),黄金ターゲット(稀に高得点のレアが出る),18,22,12,維持,P2,5,B57,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→22s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
641,641-balance-beam.js,balance-beam,バランスビーム,落ちてくる重りを左右どちらに置くか選び、シーソーの水平を保つ,balance,C,music,音楽ステージ,assigned,80s NEON,melody(固有) / 代替bgm_tense,フェイント型(偽の予兆・ダミーが混ざる),コンボ倍率(連続成功でx2→x4→x8),22,22,,維持,P1,4,B31,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
642,642-ice-slide.js,ice-slide,アイスライド,氷上を滑るコインをスワイプで転がし、穴を避けてゴールの星へ導く,guide_path,C,farm,牧場,assigned,90s 16bit,melody(固有) / 代替bgm_cute,加速型(テンポが徐々に上がる),フィーバータイム(中盤数秒の得点倍増),25,18,5,維持,P1,5,B41,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,61,,,
643,643-spark-catcher.js,spark-catcher,スパークキャッチャー,発生源から飛び散る火花を、下段の導線バーで受け止める,drag_follow,C,western,西部の荒野,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),コンボ倍率(連続成功でx2→x4→x8),18,22,12,維持,P2,6,B60,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→22s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
644,644-slide-lock.js,slide-lock,スライドロック,各スロットのピンをタップで上下に動かし、緑の目標位置にそろえて開錠,gap_fit,E,candy,お菓子工場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),逆転ボーナス(残り3秒は得点2倍),22,25,3,見直し(密度低: 尺に対して要求が少ない),P2,6,B60,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(22→25s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
645,645-neon-painter.js,neon-painter,ネオンペインター,左右に動くネオンの的をタップで塗りつぶす。全て塗れば成功,aim_shoot,B,night_city,夜の街,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),フィーバータイム(中盤数秒の得点倍増),18,13,,維持,P2,6,B63,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
646,646-sand-pour.js,sand-pour,サンドポア,タップで砂を注ぎ、緑の目標ラインぴったりでもう一度タップして止める,count_exact,E,circus,サーカス,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,変拍子型(間隔・速度が不規則に揺れる),黄金ターゲット(稀に高得点のレアが出る),18,22,5,維持,P2,7,B66,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→22s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
647,647-magnet-maze.js,magnet-maze,マグネットメイズ,タップで磁石を動かし、鉄球を引き寄せて穴を避けゴールの星へ導く,guide_path,C,forest,森の奥地,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),逆転ボーナス(残り3秒は得点2倍),25,25,5,維持,P1,4,B42,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
648,648-tower-defense.js,tower-defense,タワーディフェンス,経路の脇にタップで砲台を建て、進軍する敵をゴール前で撃退する,aim_shoot,B,western,西部の荒野,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),コンボ倍率(連続成功でx2→x4→x8),45,17,,維持,P1,5,B38,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(45→17s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
649,649-spin-match.js,spin-match,スピンマッチ,回転する4つの輪をタップで止め、頂点の色をすべてお題の色にそろえる,timing_one_shot,A,school,学校,assigned,90s 16bit,melody(固有) / 代替bgm_cute,加速型(テンポが徐々に上がる),黄金ターゲット(稀に高得点のレアが出る),22,8,5,維持,P2,6,B50,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(22→8s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
650,650-crash-safe.js,crash-safe,クラッシュセーフ,高速で迫る壁の隙間を、タップで上下移動してくぐり抜ける,dodge,C,space,宇宙ステーション,assigned,70s MONO,melody(固有) / 代替bgm_tense,フェイント型(偽の予兆・ダミーが混ざる),黄金ターゲット(稀に高得点のレアが出る),18,22,12,維持,P2,7,B64,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→22s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
651,651-lava-hop.js,lava-hop,ラバホップ,溶岩に浮かぶ石を、沈む前にタップで次々に飛び移って進む,camera_run,C,circus,サーカス,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,精度型(判定幅/隙間が狭まっていく),サドンデス演出(達成目前の1ミスの緊張を煽る),18,25,15,維持,P2,7,B70,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→25s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
652,652-orbit-tap.js,orbit-tap,オービットタップ,周回する衛星が緑の通過ゾーンに重なった瞬間、衛星をタップする,timing_one_shot,A,ninja,忍者屋敷,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),フィーバータイム(中盤数秒の得点倍増),18,10,12,維持,P2,6,B51,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
653,653-quake-run.js,quake-run,クエイクラン,地震で崩れる足場を走り、タップジャンプで裂け目を飛び越えて進む,camera_run,C,space,宇宙ステーション,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),逆転ボーナス(残り3秒は得点2倍),18,18,,維持,P2,8,B73,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
654,654-color-flood.js,color-flood,カラーフラッド,左上から広がる塗り色を選び、盤面すべてを1色に染め上げる,judge,F,robot,ロボット工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),フィーバータイム(中盤数秒の得点倍増),25,10,,維持,P1,5,B52,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
655,655-lightning-catch.js,lightning-catch,ライトニングキャッチ,落雷ポイントへロッドを寄せ、稲妻が光った一瞬にタップで受ける,chase,C,space,宇宙ステーション,assigned,80s NEON,melody(固有) / 代替bgm_tense,物量型(対象の数が増えていく),黄金ターゲット(稀に高得点のレアが出る),18,22,8,維持,P2,7,B55,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→22s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
656,656-bubble-sort.js,bubble-sort,バブルソート,隣り合うバブルをタップで交換し、数字を小さい順に並べ替える,drag_sort,E,kitchen,キッチン,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),25,18,,維持,P1,4,B44,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(25→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
657,657-time-stop.js,time-stop,タイムストップ,往復する光点が緑のSTOPゾーンに入った瞬間、タップで時を止める,timing_one_shot,A,kitchen,キッチン,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),黄金ターゲット(稀に高得点のレアが出る),18,13,8,維持,P2,6,B51,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
658,658-wobble-stack.js,wobble-stack,ゆらゆら積み,左右に揺れるブロックが塔の真上に来た瞬間、タップで落として積む,stack,E,ocean,深海,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),コンボ倍率(連続成功でx2→x4→x8),18,22,8,維持,P2,8,B73,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→22s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
659,659-spotlight.js,spotlight,スポットライト,動くライトが役者を照らした一瞬にタップでキャッチする,timing_one_shot,A,sports,スタジアム,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),フィーバータイム(中盤数秒の得点倍増),18,10,8,維持,P2,5,B52,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(18→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
